path,is_file,is_dir,suffix,size_bytes,initial_decision,reason
assets/legacy/Laravel/resources/views/layouts/guest.blade.php,True,False,.php,2676,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/layouts/app.blade.php,True,False,.php,2546,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/layouts/authentication.blade.php,True,False,.php,3167,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/vendor/pagination,False,True,,4096,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/vendor/pagination/tailwind.blade.php,True,False,.php,5577,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/vendor/pagination/simple-tailwind.blade.php,True,False,.php,1838,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/validation-errors.blade.php,True,False,.php,449,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/app,False,True,,4096,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard,False,True,,4096,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/label.blade.php,True,False,.php,134,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/input.blade.php,True,False,.php,134,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/section-title.blade.php,True,False,.php,370,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dropdown.blade.php,True,False,.php,1457,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/pagination-numeric.blade.php,True,False,.php,2622,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/search-form.blade.php,True,False,.php,890,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dropdown-link.blade.php,True,False,.php,176,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/input-error.blade.php,True,False,.php,128,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dialog-modal.blade.php,True,False,.php,470,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/section-border.blade.php,True,False,.php,91,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/modal.blade.php,True,False,.php,1831,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dropdown-help.blade.php,True,False,.php,3656,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dropdown-notifications.blade.php,True,False,.php,4328,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/confirms-password.blade.php,True,False,.php,1634,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/confirmation-modal.blade.php,True,False,.php,1224,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/nav-link.blade.php,True,False,.php,559,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/danger-button.blade.php,True,False,.php,393,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/responsive-nav-link.blade.php,True,False,.php,606,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/switchable-team.blade.php,True,False,.php,833,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/form-section.blade.php,True,False,.php,941,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/pagination-classic.blade.php,True,False,.php,1033,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/date-select.blade.php,True,False,.php,5799,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/theme-toggle.blade.php,True,False,.php,2086,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dropdown-filter.blade.php,True,False,.php,4092,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/action-message.blade.php,True,False,.php,471,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/datepicker.blade.php,True,False,.php,706,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/modal-search.blade.php,True,False,.php,11898,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/button.blade.php,True,False,.php,218,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dropdown-profile.blade.php,True,False,.php,2933,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/secondary-button.blade.php,True,False,.php,248,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/action-section.blade.php,True,False,.php,433,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/app/header.blade.php,True,False,.php,2342,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/app/sidebar.blade.php,True,False,.php,72604,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-12.blade.php,True,False,.php,7750,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-13.blade.php,True,False,.php,7034,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-03.blade.php,True,False,.php,3765,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-05.blade.php,True,False,.php,2463,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-06.blade.php,True,False,.php,606,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-04.blade.php,True,False,.php,520,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-08.blade.php,True,False,.php,988,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-02.blade.php,True,False,.php,3757,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-07.blade.php,True,False,.php,8896,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-09.blade.php,True,False,.php,2466,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-01.blade.php,True,False,.php,3757,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-10.blade.php,True,False,.php,7134,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/components/dashboard/dashboard-card-11.blade.php,True,False,.php,1011,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/auth/reset-password.blade.php,True,False,.php,1218,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/auth/two-factor-challenge.blade.php,True,False,.php,2304,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/auth/confirm-password.blade.php,True,False,.php,676,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/auth/verify-email.blade.php,True,False,.php,1298,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/auth/forgot-password.blade.php,True,False,.php,867,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/auth/register.blade.php,True,False,.php,3117,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/auth/login.blade.php,True,False,.php,2393,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/api/index.blade.php,True,False,.php,357,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/resources/views/api/api-token-manager.blade.php,True,False,.php,7036,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/factories,False,True,,4096,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/.gitignore,True,False,,10,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/seeders,False,True,,4096,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/migrations,False,True,,4096,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/factories/UserFactory.php,True,False,.php,1885,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/seeders/DatabaseSeeder.php,True,False,.php,364,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/seeders/DashboardTableSeeder.php,True,False,.php,10097,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/migrations/2022_05_11_154250_create_datafeeds_table.php,True,False,.php,923,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/migrations/2014_10_12_200000_add_two_factor_columns_to_users_table.php,True,False,.php,1254,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/migrations/2019_08_19_000000_create_failed_jobs_table.php,True,False,.php,768,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/migrations/2022_03_23_163443_create_sessions_table.php,True,False,.php,825,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/migrations/2019_12_14_000001_create_personal_access_tokens_table.php,True,False,.php,856,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/database/migrations/2014_10_12_000000_create_users_table.php,True,False,.php,881,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/sanctum.php,True,False,.php,2963,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/jetstream.php,True,False,.php,2699,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/filesystems.php,True,False,.php,2370,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/broadcasting.php,True,False,.php,2147,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/cache.php,True,False,.php,3337,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/database.php,True,False,.php,5289,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/view.php,True,False,.php,1053,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/queue.php,True,False,.php,3447,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/services.php,True,False,.php,979,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/cors.php,True,False,.php,846,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/auth.php,True,False,.php,3897,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/hashing.php,True,False,.php,1624,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/app.php,True,False,.php,6562,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/fortify.php,True,False,.php,5431,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/livewire.php,True,False,.php,6191,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/mail.php,True,False,.php,4042,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/session.php,True,False,.php,7498,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/config/logging.php,True,False,.php,4173,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/favicon.ico,True,False,.ico,0,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/robots.txt,True,False,.txt,24,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images,False,True,,4096,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/.htaccess,True,False,,603,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/index.php,True,False,.php,1710,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/icon-03.svg,True,False,.svg,972,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/auth-image.jpg,True,False,.jpg,232046,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/404-illustration-dark.svg,True,False,.svg,4964,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/user-36-08.jpg,True,False,.jpg,1177,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/user-36-07.jpg,True,False,.jpg,1870,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/404-illustration.svg,True,False,.svg,4696,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/icon-02.svg,True,False,.svg,969,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/user-avatar-32.png,True,False,.png,1077,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/user-36-09.jpg,True,False,.jpg,1660,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/user-36-05.jpg,True,False,.jpg,1448,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/icon-01.svg,True,False,.svg,969,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/public/images/user-36-06.jpg,True,False,.jpg,1366,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/routes/channels.php,True,False,.php,558,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/routes/api.php,True,False,.php,570,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/routes/web.php,True,False,.php,8630,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/routes/console.php,True,False,.php,592,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature,False,True,,4096,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Unit,False,True,,4096,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/TestCase.php,True,False,.php,163,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/CreatesApplication.php,True,False,.php,375,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/AuthenticationTest.php,True,False,.php,1057,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/UpdatePasswordTest.php,True,False,.php,1922,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/ExampleTest.php,True,False,.php,352,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/RegistrationTest.php,True,False,.php,1539,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/ApiTokenPermissionsTest.php,True,False,.php,1369,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/TwoFactorAuthenticationSettingsTest.php,True,False,.php,2431,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/PasswordConfirmationTest.php,True,False,.php,1112,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/PasswordResetTest.php,True,False,.php,2658,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/DeleteApiTokenTest.php,True,False,.php,988,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/CreateApiTokenTest.php,True,False,.php,1165,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/EmailVerificationTest.php,True,False,.php,2167,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/DeleteAccountTest.php,True,False,.php,1286,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/ProfileInformationTest.php,True,False,.php,1123,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Feature/BrowserSessionsTest.php,True,False,.php,624,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/legacy/Laravel/tests/Unit/ExampleTest.php,True,False,.php,243,LEGACY_ARCHIVE_DEFER,Tree legado Laravel/hero importado; nao comprovado como runtime atual; preservar sem commit ate decisao humana.
assets/static/Guia_Assinatura_ENS_Ilustrado_v1.docx,True,False,.docx,11700117,BINARY_LARGE_HUMAN_REVIEW,"DOCX grande untracked; referenciado por src/legacy Flask e docs, nao aberto nem extraido; decisao humana obrigatoria."
assets/static/icons/Logo.png,True,False,.png,14243,REQUIRED_RUNTIME_ASSET;IMAGE_HUMAN_REVIEW;COMMIT_CANDIDATE_FUTURE,Referenciado por backend/app/domains/signatures/service.py como icons/Logo.png; imagem nao aberta; nao commitada nesta boundary.
assets/static/icons/facebook.png,True,False,.png,467,IMAGE_HUMAN_REVIEW;COMMIT_CANDIDATE_FUTURE,Icone social untracked; referencias diretas atuais aparecem em src/legacy por URL externa e em docs; confirmar necessidade antes de commit.
